smiles,FDA_APPROVED,CT_TOX,PubchemCID,pos
c1cc(ccc1[C@H]([C@@H](COC(=O)CCC(=O)[O-])NC(=O)[C-](Cl)Cl)O)[N+](=O)[O-],1,0,0,
C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,1,1,0,
c1cc(ccc1C(CC(=O)[O-])C[NH3+])Cl,1,0,78422631,-7.1428571428722165e-06 -1.4285714285748646e-05 -3.96508223080413e-18
c1cc(ccc1C(=O)CCC[NH+]2CCC(CC2)(c3ccc(cc3)Cl)O)F,1,0,6956324,2.391249591500337e-16 3.846153846247364e-06 -1.708035422500241e-17
c1cc(ccc1C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])NC[C@H]2CNc3c(c(=O)nc([nH]3)N)N2C=O,1,0,135398558,-2.9411764707903638e-06 -5.882352941195415e-06 2.9411764706393408e-06
c1cc(ccc1C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])NCC2CNc3c(c(=O)nc([nH]3)N)N2C=O,1,0,135823198,-2.9411764707903638e-06 -5.882352941195415e-06 2.9411764706393408e-06
c1cc(ccc1C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])NCc2cnc3c(n2)c(=O)nc([nH]3)N,1,0,135761165,3.1249999998261835e-06 -9.374999999988559e-06 3.124999999985778e-06
c1cc(ccc1C(=O)NCC(=O)[O-])N,1,0,3249988,7.142857142903937e-06 7.93016446160826e-18 1.982541115402065e-18
c1cc(ccc1C(=O)NCCC(=O)[O-])N/N=C\2/C=CC(=O)C(=C2)C(=O)[O-],1,0,0,
c1cc(ccc1c2c(c3ccc(cc3s2)O)C(=O)c4ccc(cc4)OCC[NH+]5CCCCC5)O,1,0,15940170,-2.1061583849506645e-16 5.88235294124113e-06 -6.530723674265627e-18
c1cc(ccc1C2C[NH2+]CCc3c2cc(c(c3Cl)O)O)O,1,0,3340,-9.523809523871916e-06 -9.523809523755608e-06 -2.6433881538694202e-17
c1cc(ccc1c2ccc(o2)/C=N/N3CC(=O)NC3=O)[N+](=O)[O-],1,0,0,
c1cc(ccc1C[C@@H](C(=O)[O-])[NH3+])N(CCCl)CCCl,1,0,6918992,5.263157894747949e-06 -1.1686558153949016e-17 5.843279076974508e-18
c1cc(ccc1C[C@@H](C(=O)[O-])[NH3+])O,1,0,6942100,3.416070845000482e-17 -7.692307692345276e-06 -7.692307692310048e-06
c1cc(ccc1C[NH+]2CCCNCC[NH2+]CCCNCC2)C[NH+]3CCCNCC[NH2+]CCCNCC3,1,0,0,
c1cc(ccc1C[NH3+])S(=O)(=O)N,1,0,3745420,-8.33333333349548e-06 -1.666666666666483e-05 -8.333333333341667e-06
c1cc(ccc1CCc2c[nH]c3c2c(=O)nc([nH]3)N)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-],1,0,135916113,0.0 -8.59527502935605e-17 6.451612903217933e-06
C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0,1,135410875,-1.71905500587121e-16 -6.451612903296723e-06 3.2258064515982224e-06
c1cc(ccc1CCCC(=O)[O-])N(CCCl)CCCl,1,0,5233031,5.2631578948180684e-06 -2.1912296538654406e-17 -5.263157894747949e-06
c1cc(ccc1CCCC[NH2+]C[C@@H](c2ccc(c(c2)O)O)O)O,1,0,0,
c1cc(ccc1COC(Cn2ccnc2)c3ccc(cc3Cl)Cl)Cl,1,0,3198,4.166666666656956e-06 -4.166666666684711e-06 8.333333333345716e-06
c1cc(ccc1CSC(Cn2ccnc2)c3ccc(cc3Cl)Cl)Cl,1,0,5318,4.166666666619949e-06 -4.166666666698589e-06 8.333333333346293e-06
c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)N,1,0,2955,2.6122894697062506e-17 1.1764705882325523e-05 5.882352941174547e-06
c1cc(ccc1N)S(=O)(=O)N,1,0,5333,1.8181818181795993e-05 0.0 1.442974527744344e-17
c1cc(ccc1N2CCOCC2=O)N3C[C@@H](OC3=O)CNC(=O)c4ccc(s4)Cl,1,0,9875401,-3.4482758623059436e-06 -3.448275862084856e-06 -5.742532885992189e-18
c1cc(ccc1NC(=[NH2+])NC(=[NH2+])NCCCCCCNC(=[NH2+])NC(=[NH2+])Nc2ccc(cc2)Cl)Cl,1,0,40486883,5.88235294142399e-06 -8.823529411770265e-06 -1.3061447348531253e-17
c1cc(ccc1NCS(=O)[O-])S(=O)(=O)c2ccc(cc2)NCS(=O)[O-],1,0,9909185,-3.552713678800501e-17 4.0000000000350865e-06 -7.999999999999119e-06
c1cc(ccc1O)O,1,0,785,-2.7755575615628914e-17 -2.5000000000025002e-05 -3.3881317890172014e-21
c1cc(ccc1OCC(COC(=O)N)O)Cl,1,0,2724,-1.2499999999804334e-05 6.938893903907228e-18 6.250000000020128e-06
c1cc(ccc1SC(P(=O)([O-])[O-])P(=O)([O-])[O-])Cl,1,0,21705934,5.882352941188884e-06 5.882352941110516e-06 -5.882352941172558e-06
c1cc(cnc1)C(=O)[O-],1,0,937,2.4671622769447922e-17 -1.1111111111129162e-05 0.0
c1cc(cnc1)C(=O)N,1,0,936,4.9343245538895844e-17 1.1111111111131474e-05 -2.8912057932946783e-19
c1cc(cnc1)CC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],1,0,6992041,-5.88235294142399e-06 -1.1428766429964846e-17 2.1224851941363285e-17
C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,0,1,134780,4.999999999943938e-06 -1.1102230246251566e-17 4.999999999980714e-06
C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,0,1,5426,-1.4023869784738819e-16 5.263157894759636e-06 1.5338607577058085e-17
C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,0,1,216326,5.2631578946778294e-06 1.0526315789449151e-05 -1.0526315789481108e-05
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,0,1,60795,-6.666666666591918e-06 -6.666666666760301e-06 1.1102230246251566e-17
c1cc(oc1)CNc2cc(c(cc2C(=O)[O-])S(=O)(=O)N)Cl,1,0,4739262,1.4285714285850168e-05 -4.761904761888377e-06 -4.761904761904237e-06
c1cc(oc1/C=N/N2CC(=O)NC2=O)[N+](=O)[O-],1,0,0,
c1cc(oc1/C=N/N2CCOC2=O)[N+](=O)[O-],1,0,0,
c1cc(oc1/C=N/NC(=O)N)[N+](=O)[O-],1,0,0,
C1CC2(C1)C(=O)O[Pt]OC2=O,1,0,2567,
c1cc2c(c(c1)N)CN(C2=O)C3CCC(=O)NC3=O,1,0,216326,5.2631578946778294e-06 1.0526315789449151e-05 -1.0526315789481108e-05
c1cc2c(c(c1)OCC(COc3cccc4c3c(=O)cc(o4)C(=O)[O-])O)c(=O)cc(o2)C(=O)[O-],1,0,2881,8.823529411718018e-06 1.3061447348531253e-17 -2.941176470568319e-06
c1cc2c(cc(c(c2nc1)O)Cl)Cl,1,0,2722,7.692307692323926e-06 0.0 7.297514622498587e-21
c1cc2c(cc(c(c2nc1)O)I)Cl,1,0,2788,-3.416070845000482e-17 -7.692307692306845e-06 -2.919005848999435e-20
c1cc2c(cc(nc2c(c1)C(F)(F)F)C(F)(F)F)C(C3CCCC[NH2+]3)O,1,0,44310002,-6.832141690000964e-17 3.846153846114992e-06 7.692307692315385e-06
c1cc2c(cc1)C(=O)C(=C(C2=O)[C@H]3CC[C@@H](CC3)c4ccc(cc4)Cl)[O-],1,0,51508723,3.846153846144883e-06 1.8681637433596386e-17 3.846153846148886e-06
c1cc2c(cc1C#N)c(c[nH]2)CCCC[NH+]3CCN(CC3)c4ccc5c(c4)cc(o5)C(=O)N,1,0,0,
c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F,1,0,0,
c1cc2c(cc1Cl)[nH]c(=O)o2,1,0,2733,-6.055761952500853e-17 -2.0185873175002847e-17 -9.090909090909083e-06
c1cc2c(cc1F)CCC(O2)C(C[NH2+]CC(C3CCc4cc(ccc4O3)F)O)O,1,0,74441500,9.188052617587502e-17 1.3793103448274344e-05 -7.656710514656252e-18
c1cc2c(cc1OC(F)(F)F)sc(n2)N,1,0,5070,6.666666666621523e-06 -6.666666666662232e-06 -6.666666666673334e-06
c1cc2c(cc1OCCCCc3nnnn3C4CCCCC4)CCC(=O)N2,1,0,2754,-7.4074074073408e-06 9.868649107779169e-17 3.70370370369096e-06
c1cc2c(csc2c(c1)Cl)COC(Cn3ccnc3)c4ccc(cc4Cl)Cl,1,0,65863,-3.7037037037279674e-06 3.7037037036704e-06 -3.703703703752639e-06
c1cc2c(nc1)C(=C3CC[NH2+]CC3)c4ccc(cc4CC2)Cl,1,0,25271782,0.0 -4.545454545454045e-06 9.090909090897997e-06
c1cc2c3c(c1)C(=O)N(C[C@H]3CCC2)[C@@H]4C[NH+]5CCC4CC5,1,0,40466932,-4.54545454574674e-06 4.545454545443952e-06 9.090909090905566e-06
c1cc2cccnc2c(c1)O,1,0,1923,-1.8181818181775807e-05 -9.090909090968648e-06 -1.8181818181818182e-05
C1CC[C@H]([C@@H](C1)[NH3+])N,1,0,102146446,2.7755575615628914e-17 1.2500000000026379e-05 -2.0816681711721685e-17
c1ccc(c(c1)C(c2ccc(cc2)Cl)C(Cl)Cl)Cl,1,0,4211,-1.1111111111085216e-05 4.9343245538895844e-17 5.555555555542608e-06
C1=CC=C(C(=C1)C(=O)NCCC[C@@H](C(=O)O)NC(=O)C2=CC=C(C=C2)NCC3=CN=C4C(=N3)C(=NC(=N4)N)N)C(=O)O,0,1,130731,-4.761904762020547e-06 -4.761904761914811e-06 -4.761904761887055e-06
c1ccc(c(c1)C2=NC(C(=O)Nc3c2cc(cc3)Cl)O)Cl,1,0,3958,4.229421046191072e-17 -4.761904761904237e-06 4.7619047619227415e-06
c1ccc(c(c1)c2nc(n(n2)c3ccc(cc3)C(=O)[O-])c4ccccc4O)O,1,0,153867833,0.0 3.571428571420248e-06 3.5714285714222305e-06
c1ccc(c(c1)C2=NCC(=O)Nc3c2cc(cc3)[N+](=O)[O-])Cl,1,0,2802,4.545454545423766e-06 -2.0185873175002847e-17 9.090909090913136e-06
c1ccc(c(c1)C2=NCC(=S)N(c3c2cc(cc3)Cl)CC(F)(F)F)F,1,0,4999,-4.000000000061732e-06 8.000000000043529e-06 -8.000000000034647e-06
c1ccc(c(c1)C[NH+]2CCc3c(ccs3)C2)Cl,1,0,6919025,5.224578939412501e-17 1.1764705882351646e-05 -5.882352941172558e-06
c1ccc(c(c1)CC(=O)[O-])Nc2c(cccc2Cl)Cl,1,0,3032,2.337311630789803e-17 1.0526315789449151e-05 5.2631578947245755e-06
c1ccc(c(c1)CC(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)CSc4nnnn4CC(=O)[O-])C(=O)[O-])C[NH3+],1,0,0,
C1CCC(CC1)(CC(=O)[O-])C[NH3+],1,0,6919078,-8.333333333424934e-06 -1.850371707708594e-17 -1.1564823173178714e-17
c1ccc(cc1)/N=N/c2ccc(nc2N)N,1,0,0,
c1ccc(cc1)[C@H](C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)CSc4nnnn4CS(=O)(=O)[O-])C(=O)[O-])O,1,0,24868268,-8.571428571484724e-06 -2.857142857212328e-06 2.857142857117166e-06
c1ccc(cc1)[C@H](C(=O)N[C@H]2[C@H]3CCC(=C(N3C2=O)C(=O)[O-])Cl)[NH3+],1,0,44311686,-4.1666666667494745e-06 9.251858538542972e-17 -8.333333333313911e-06
c1ccc(cc1)[C@H](c2ccc(cc2)Cl)N3CC[NH+](CC3)CCOCC(=O)[O-],1,0,28145931,-3.289549702593056e-17 -3.703703703707408e-06 -3.703703703752639e-06
c1ccc(cc1)[C@H]2c3ccccc3CCN2C(=O)O[C@H]4C[NH+]5CCC4CC5,1,0,40469164,3.7037037034730274e-06 -3.7037037036621763e-06 1.644774851296528e-17
c1ccc(cc1)[C@H]2CN3CCSC3=[NH+]2,1,0,34364440,7.142857142777055e-06 1.4285714285712712e-05 7.142857142864287e-06
c1ccc(cc1)C(c2ccc(cc2)Cl)N3CC[NH+](CC3)CCOCC(=O)[O-],1,0,74548902,3.703703703760863e-06 -3.7037037037320793e-06 2.4671622769447922e-17
c1ccc(cc1)C(c2ccc(cc2)Cl)N3CC[NH+](CC3)CCOCCO,1,0,74548900,-3.846153846144883e-06 3.846153846185448e-06 3.846153846119262e-06
c1ccc(cc1)C(c2ccccc2)([C@@H]3CC[NH+](C3)CCc4ccc5c(c4)CCO5)C(=O)N,1,0,38988098,0.0 -6.249999999988903e-06 6.2500000000062506e-06
c1ccc(cc1)C(c2ccccc2)(C(=O)OC3CC4CCC(C3)[N+]45CCCC5)O,1,0,5596,-6.896551723968724e-06 3.4482758621528094e-06 -3.4482758620915558e-06
c1ccc(cc1)C(c2ccccc2)(c3ccccc3Cl)n4ccnc4,1,0,2812,4.000000000008441e-06 -5.329070518200751e-17 8.000000000034647e-06
c1ccc(cc1)C(c2ccccc2)[S@](=O)CC(=O)N,1,0,9690109,5.263157894771322e-06 1.5192525600133721e-16 5.263157894727498e-06
c1ccc(cc1)C(c2ccccc2)S(=O)CC(=O)N,1,0,4236,-9.349246523159212e-17 -5.263157894759636e-06 -1.0526315789455726e-05
c1ccc(cc1)C(CC[NH+]2CCCC2)(C3CCCCC3)O,1,0,78422661,9.523809523805832e-06 -8.458842092382145e-17 -9.523809523779397e-06
c1ccc(cc1)C(CC[NH+]2CCCCC2)(C3CC4CC3C=C4)O,1,0,74580256,-4.347826086907772e-06 -3.8616453030440226e-17 4.3478260869494054e-06
c1ccc(cc1)C(CC[NH+]2CCCCC2)(C3CCCC3)O,1,0,0,
c1ccc(cc1)C(CC[NH+]2CCCCC2)(C3CCCCC3)O,1,0,78432779,9.090909090948461e-06 1.2111523905001707e-16 4.5454545454590915e-06
c1ccc(cc1)C(CCC[NH+]2CCCCC2)(c3ccccc3)O,1,0,6973656,-1.1584935909132068e-16 4.347826087013968e-06 1.68946982008176e-17
c1ccc(cc1)C(COC(=O)N)COC(=O)N,1,0,3331,-2.6122894697062506e-17 5.224578939412501e-17 -1.176470588235491e-05
c1ccc(cc1)C(=O)[O-],1,0,242,0.0 -1.1111111111108664e-05 -6.0233454026972465e-21
c1ccc(cc1)C(=O)c2ccc3n2CCC3C(=O)[O-],1,0,20351642,9.349246523159212e-17 -5.263157894759636e-06 -5.263157894747949e-06
c1ccc(cc1)C(=O)c2cccc(c2N)CC(=O)N,1,0,151075,5.263157894771322e-06 5.263157894736263e-06 -5.843279076974508e-18
c1ccc(cc1)C(=O)NC(Cc2ccc(cc2)O)C(=O)Nc3ccc(cc3)C(=O)[O-],1,0,4173129,6.666666666621523e-06 -6.666666666739948e-06 -3.333333333332041e-06
c1ccc(cc1)C(=O)NCC(=O)[O-],1,0,4402710,-3.416070845000482e-17 -7.692307692345276e-06 1.538461538461369e-05
c1ccc(cc1)C(=O)OOC(=O)c2ccccc2,1,0,7187,5.555555555579615e-06 -1.2335811384723961e-17 1.1111111111103864e-05
c1ccc(cc1)C2(C(=O)N(C(=O)N2)COP(=O)([O-])[O-])c3ccccc3,1,0,24848272,7.999999999874774e-06 3.552713678800501e-17 -3.999999999981796e-06
c1ccc(cc1)C2(C(=O)NC(=O)N2)c3ccccc3,1,0,1775,0.0 5.2631578947012025e-06 1.1686558153949016e-17
c1ccc(cc1)C2(CC[NH+](CC2)CCC(C#N)(c3ccccc3)c4ccccc4)C(=O)[O-],1,0,0,
c1ccc(cc1)c2c(nc3c(n2)c(nc(n3)N)N)N,1,0,5546,-5.263157894771322e-06 -1.578947368424969e-05 -5.263157894738e-06
c1ccc(cc1)C2C(=O)[NH+]=C(O2)N,1,0,0,
c1ccc(cc1)C2C(=O)c3ccccc3C2=O,1,0,4760,-5.88235294105827e-06 5.8823529412248035e-06 5.882352941254191e-06
c1ccc(cc1)c2c(oc(n2)CCC(=O)[O-])c3ccccc3,1,0,6919003,4.54545454540358e-06 4.545454545448998e-06 -2.7755575615628914e-17
c1ccc(cc1)C2C[C@H]2[NH3+],1,0,0,
c1ccc(cc1)C2=NC(C(=O)Nc3c2cc(cc3)Cl)C(=O)[O-],1,0,46224572,1.3636363636352042e-05 1.4130111222501992e-16 -4.545454545451522e-06
c1ccc(cc1)C2=NC(C(=O)Nc3c2cc(cc3)Cl)O,1,0,4616,-9.999999999843467e-06 0.0 1.500000000000945e-05
c1ccc(cc1)C2=NCC(=O)N(c3c2cc(cc3)Cl)CC(F)(F)F,1,0,31640,4.166666666619949e-06 -9.25185853854297e-18 -4.166666666647704e-06
c1ccc(cc1)C2=NCC(=O)N(c3c2cc(cc3)Cl)CC4CC4,1,0,4890,4.347826087100855e-06 8.695652173960356e-06 -4.347826086956043e-06
c1ccc(cc1)C2=NCc3nncn3-c4c2cc(cc4)Cl,1,0,3261,4.761904761724487e-06 -9.523809523829621e-06 -1.057355261547768e-17
c1ccc(cc1)C[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSCCC(=O)N[C@H](C(=O)N2)Cc3ccc(cc3)O)C(=O)N4CCC[C@H]4C(=O)N[C@H](CCCNC(=[NH2+])N)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,1,0,0,
c1ccc(cc1)CC(=O)[O-],1,0,4409936,2.0000000000131024e-05 1.0000000000010001e-05 9.999999999998898e-06
c1ccc(cc1)CC(=O)NC(=O)N,1,0,4753,1.538461538457953e-05 -7.692307692306845e-06 -1.5384615384635042e-05
c1ccc(cc1)CC2=[NH+]CCN2,1,0,6927356,-1.4802973661668753e-16 8.333333333312033e-06 -1.850371707708594e-17
c1ccc(cc1)CC2C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N2)Cc3ccc(cc3)O)[NH3+])C(=O)N4CCCC4C(=O)NC(CCC[NH+]=C(N)N)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,1,0,0,
c1ccc(cc1)CC2C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N2)Cc3ccc(cc3)O)[NH3+])C(=O)N4CCCC4C(=O)NC(CCCC[NH3+])C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,1,0,0,
c1ccc(cc1)CC2Nc3cc(c(cc3S(=O)(=O)N2)S(=O)(=O)N)C(F)(F)F,1,0,2315,-1.3158198810372225e-16 -3.7037037036621763e-06 -7.407407407435375e-06
c1ccc(cc1)CC[C@@H](C(=O)[O-])[NH2+][C@@H](CCCC[NH3+])C(=O)N2CCC[C@H]2C(=O)[O-],1,0,11865407,6.896551723784963e-06 -3.448275862165491e-06 -6.896551724137172e-06
c1ccc(cc1)CCCC(=O)[O-],1,0,22053264,8.333333333202889e-06 -9.25185853854297e-18 -1.666666666667177e-05
c1ccc(cc1)CCCCOCCCCCC[NH2+]CC(c2ccc(c(c2)CO)O)O,1,0,59827440,
c1ccc(cc1)CCNN,1,0,3675,-1.0000000000021104e-05 -1.0000000000014316e-05 1.000000000000445e-05
c1ccc(cc1)CN(CC2=[NH+]CCN2)c3ccccc3,1,0,5257187,-5.000000000121574e-06 -1.0000000000054409e-05 5.0000000000161025e-06
c1ccc(cc1)CN2C3C[S+]4CCCC4C3N(C2=O)Cc5ccccc5,1,0,23576,-3.846153846076561e-06 3.846153846187583e-06 8.540177112501205e-18
c1ccc(cc1)COC(=O)c2ccccc2,1,0,2345,-6.250000000040945e-06 -4.163336342344337e-17 6.249999999995187e-06
c1ccc(cc1)COc2ccc(cc2)O,1,0,7638,-5.921189464667501e-17 2.1279274638648835e-17 6.6666666666823545e-06
c1ccc(cc1)COCC(C(=O)[O-])N(CCN(CC[NH+](CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],1,0,0,
c1ccc(cc1)CSCC2=NS(=O)(=O)c3cc(c(cc3N2)Cl)S(=O)(=O)N,1,0,2343,-7.69230769256305e-06 -2.5620531337503614e-17 -7.692307692298305e-06
c1ccc(cc1)n2c(ccn2)[N-]S(=O)(=O)c3ccc(cc3)N,1,0,51371732,-9.090909090928276e-06 -4.545454545524695e-06 4.0371746350005693e-17
c1ccc(cc1)n2c(=O)c(c(=O)n2c3ccccc3)CCS(=O)c4ccccc4,1,0,5342,-3.4482758621528094e-06 9.188052617587502e-17 3.448275862168123e-06
C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,1,1,5311,1.4023869784738819e-16 -1.0526315789468143e-05 1.0225738384705389e-17
C1CCC(CC1)NC(=O)N(CCCl)N=O,1,0,3950,-2.960594732333751e-17 -1.1102230246251566e-17 0.0
C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO,0,1,0,
c1ccc(cc1)OC(=O)c2ccc(cc2O)N,1,0,8609,-1.7647058823592775e-05 -1.1764705882314248e-05 -2.44902137784961e-18
C1CCC2(CC1)OCC(O2)C[NH+]=C(N)N,1,0,45934626,-1.3333333333391077e-05 -6.6666666666511295e-06 6.666666666664891e-06
c1ccc2c(c1)[NH+]=C(c3cc(ccc3O2)Cl)N4CC[NH2+]CC4,1,0,0,
c1ccc2c(c1)[nH]c(=O)n2C3CC[NH+](CC3)CCCC(c4ccc(cc4)F)c5ccc(cc5)F,1,0,28360962,-5.8823529415807276e-06 -2.941176470646688e-06 5.8823529411709245e-06
c1ccc2c(c1)[nH]c(=O)n2C3=CC[NH+](CC3)CCCC(=O)c4ccc(cc4)F,1,0,40477283,3.5714285713885275e-06 -3.172065784643304e-17 -3.571428571483689e-06
c1ccc2c(c1)C(=[NH+]c3ccccc3S2)N4CC[NH+](CC4)CCOCCO,1,0,0,
c1ccc2c(c1)c(c(c(n2)C3CC3)/C=C/[C@H](C[C@H](CC(=O)[O-])O)O)c4ccc(cc4)F,1,0,0,
c1ccc2c(c1)c(c(c(=O)o2)Cc3c(c4ccccc4oc3=O)[O-])[O-],1,0,25201794,0.0 3.999999999875214e-06 3.999999999964032e-06
c1ccc2c(c1)c(c3c([nH+]2)CCCC3)N,1,0,6919144,6.6666666666511295e-06 -6.666666666665932e-06 6.666666666665701e-06
c1ccc2c(c1)c(c[nH]2)C(=O)OC3C[C@H]4CC5CC(C3)[NH+]4CC5=O,1,0,0,
C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4,0,1,151194,-3.999999999990677e-06 -3.999999999999559e-06 3.999999999990677e-06
c1ccc2c(c1)c(no2)CS(=O)(=O)N,1,0,5734,0.0 7.1428571428087754e-06 1.4285714285728573e-05
c1ccc2c(c1)c(ns2)N3CC[NH+](CC3)C[C@@H]4CCCC[C@H]4CN5C(=O)[C@H]6[C@@H]7CC[C@@H](C7)[C@H]6C5=O,1,0,70679024,-1.1428571428620923e-05 1.0903976134711358e-16 2.8571428571306473e-06
c1ccc2c(c1)c(ns2)N3CC[NH+](CC3)CCc4cc5c(cc4Cl)NC(=O)C5,1,0,24848261,7.142857142967378e-06 3.57142857139051e-06 3.571428571475759e-06
c1ccc2c(c1)C(=O)N(C2=O)C3CCC(=O)NC3=O,1,0,5426,-1.4023869784738819e-16 5.263157894759636e-06 1.5338607577058085e-17
c1ccc2c(c1)C(=O)NC2(c3ccc(c(c3)S(=O)(=O)N)Cl)O,1,0,2732,4.545454545343023e-06 4.545454545413673e-06 7.065055611250996e-17
c1ccc2c(c1)C(=O)O[Bi](O2)O,1,0,16682734,
c1ccc2c(c1)C(=O)OC23c4ccc(cc4Oc5c3ccc(c5)O)O,1,0,16850,4.000000000008441e-06 -7.999999999963592e-06 -3.999999999973192e-06
c1ccc2c(c1)C3=[NH+]CCN3C2(c4ccc(cc4)Cl)O,1,0,74441081,-4.999999999943938e-06 -2.0000000000022777e-05 -9.999999999976694e-06
c1ccc2c(c1)c3c([nH]2)CN(CC3)C(=O)CCS,1,0,447329,5.555555555591951e-06 5.555555555539524e-06 -1.1111111111128391e-05
c1ccc2c(c1)cc(c(c2Cc3c4ccccc4cc(c3O)C(=O)[O-])O)C(=O)[O-],1,0,54686261,-1.5313421029312504e-17 -1.5313421029312504e-17 -1.0344827586221071e-05
c1ccc2c(c1)CC(N(C2)C(=O)[C@H](CO)NC(=O)[C@H](Cc3cccs3)NC(=O)CNC(=O)C4C[C@H](CN4C(=O)C5CCCN5C(=O)C(CCC[NH+]=C(N)N)NC(=O)[C@@H](CCC[NH+]=C(N)N)[NH3+])O)C(=O)N6[C@H]7CCCC[C@H]7CC6C(=O)N[C@@H](CCC[NH+]=C(N)N)C(=O)[O-],1,0,0,
c1ccc2c(c1)CC(=O)c3ccccc3N2C(=O)N,1,0,34312,-1.0526315789449151e-05 -1.7529837230923523e-17 5.843279076974508e-18
c1ccc2c(c1)Cc3ccccc3N4C2C[NH+]=C4N,1,0,44341474,2.337311630789803e-17 -5.263157894829755e-06 5.263157894727498e-06
c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N,1,0,2554,1.1111111111109887e-05 5.555555555591951e-06 -5.555555555554943e-06
c1ccc2c(c1)CCCC2C3=[NH+]CCN3,1,0,78423410,-8.881784197001253e-17 -7.401486830834377e-17 1.9999999999986696e-05
c1ccc2c(c1)cccc2CC3=[NH+]CCN3,1,0,3567233,-8.326672684688674e-17 -6.249999999985434e-06 6.249999999992373e-06
c1ccc2c(c1)CCN3C2CN(CC3=O)C(=O)C4CCCCC4,1,0,4891,4.347826087062238e-06 1.1584935909132068e-16 -4.827056628805028e-18
c1ccc2c(c1)cnnc2NN,1,0,3637,-8.333333333387927e-06 1.3877787807814457e-17 -8.333333333333573e-06
c1ccc2c(c1)N(c3cc(ccc3S2)C(F)(F)F)CCCN4CC[NH+](CC4)CCO,1,0,0,
c1ccc2c(c1)N(c3cc(ccc3S2)Cl)CCCN4CC[NH+](CC4)CCO,1,0,0,
C1CCCN(CCC1)CC[NH+]=C(N)N,1,0,44311323,-1.4285714285680992e-05 -7.142857142882129e-06 -9.912705577010326e-18
c1ccn(c(=S)c1)[O-],1,0,19659,-2.7755575615628914e-17 1.2500000000026379e-05 -3.3881317890172014e-21
C1CCN(CC1)C(=O)C2=CC3=NON=C3C=C2,0,1,4118151,5.882352941319498e-06 -2.6122894697062506e-17 1.176470588239083e-05
c1ccn2c(c1)nn(c2=O)CCC[NH+]3CCN(CC3)c4cccc(c4)Cl,1,0,71775997,1.153846153860545e-05 7.692307692272684e-06 -3.846153846138477e-06
C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,0,1,16222096,-8.881784197001253e-17 3.3333333333847766e-06 1.0000000000009076e-05
c1ccnc(c1)[C@H](c2ccc(cc2)Cl)OC3CC[NH+](CC3)CCCC(=O)[O-],1,0,25273609,-1.111111111098653e-05 3.289549702593056e-17 1.02798428206033e-17
c1ccnc(c1)[N-]S(=O)(=O)c2ccc(cc2)/N=N/c3ccc(c(c3)C(=O)[O-])O,1,0,0,
c1ccnc(c1)[N-]S(=O)(=O)c2ccc(cc2)N,1,0,0,
c1cn(c(=O)nc1N)[C@@H]2CS[C@@H](O2)CO,1,0,60825,5.921189464667501e-17 -1.3333333333280055e-05 -9.251858538542971e-19
C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,1,1,6253,0.0 -4.5715065719859385e-17 -5.882352941185619e-06
C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,1,1,60750,5.555555555665966e-06 5.555555555499432e-06 5.555555555539524e-06
