NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,PubchemCID,pos
0.0,0.0,1.0,,,0.0,,1.0,0.0,,,,TOX17730,O=C(O)c1cc(O)c2ccccc2c1O,671,-6.666666666591918e-06 1.3333333333320763e-05 -6.6666666666661635e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24371,O=S(=O)(O)CCCN1CCOCC1,70807,-7.692307692323926e-06 -7.692307692298305e-06 -8.540177112501205e-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24370,CCCCNc1ccccc1,14310,9.090909090928276e-06 9.090909090882857e-06 9.090909090909035e-06
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27935,FC(F)(F)c1ccc(Cl)cc1Cl,9443,-7.401486830834377e-17 -8.333333333374049e-06 8.333333333338279e-06
0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,,TOX27936,Oc1ccc(Sc2ccc(O)cc2)cc1,17570,6.6666666666511295e-06 1.3333333333317062e-05 0.0
0.0,,,,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,TOX27937,O=C(c1ccc(O)cc1)c1ccc(Cl)cc1,123504,6.249999999985434e-06 6.2500000000131894e-06 6.249999999998623e-06
0.0,0.0,,0.0,1.0,1.0,,,0.0,0.0,1.0,,TOX17739,Oc1ccc(Nc2ccccc2)cc1,31208,7.142857142840496e-06 1.4285714285712712e-05 -8.921435019309294e-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7386,C=CC(=O)OCCCCCCCC(C)C,14899,-6.666666666828765e-06 -1.4802973661668754e-17 6.666666666665007e-06
0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,1.0,0.0,TOX27932,O=C(c1ccc(O)cc1)c1ccc(O)c(O)c1O,919792,-4.9343245538895844e-17 5.555555555524104e-06 -5.5555555554986615e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24378,CCCCC(CC)COC(=O)CC#N,0,
0.0,0.0,1.0,0.0,,0.0,,,0.0,1.0,1.0,1.0,TOX6181,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,14868,5.263157894631083e-06 5.263157894766209e-06 5.263157894735532e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6183,CCCCN(CCCC)CCCC,7622,7.692307692358087e-06 -8.540177112501205e-17 7.69230769230898e-06
,,,,,,,,,0.0,,,TOX31018,Cc1cc(O)c(C)c(C)c1O,12785,-9.090909090887903e-06 9.09090909090809e-06 9.090909090909103e-06
,,,,,,,1.0,,0.0,,,TOX2749,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,47965,3.999999999813042e-06 -7.105427357601002e-17 1.9984014443252817e-17
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2748,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,51039,-4.166666666953016e-06 -4.1666666666014445e-06 3.23815048849004e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,TOX2743,O=NN(CCCl)C(=O)NCCCl,2578,8.333333333313911e-06 2.7755575615628914e-17 -1.6666666666683334e-05
0.0,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,TOX2742,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O,443831,-1.200241107702872e-16 2.7027027026708986e-06 -5.405405405380806e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2741,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,9564,5.5555555555179365e-06 -1.2335811384723961e-17 -5.55555555556728e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25685,CC1(c2ccccc2)OC(C(=O)O)=CC1=O,51576,-6.249999999957678e-06 6.250000000040945e-06 6.2500000000062506e-06
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,TOX25686,COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2,108182,1.4285714285818448e-05 -2.114710523095536e-17 -4.761904761914811e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25687,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,3033769,-1.6148698540002277e-16 4.0371746350005693e-17 4.545454545443952e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25680,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,54676478,-7.723290606088045e-17 -8.695652173902431e-06 8.695652173901828e-06
,,,,,,,,,0.0,,,TOX25681,C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1,53389,4.166666666564438e-06 1.850371707708594e-17 -4.1666666666650516e-06
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25682,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX25683,CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,60511,-4.999999999921734e-06 4.4408920985006264e-17 -2.2204460492503132e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX6450,CCO[Si](OCC)(OCC)OCC,6517,-1.538461538461369e-05 7.692307692255604e-06 0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25688,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,56971,-7.142857142967378e-06 3.571428571245784e-06 -3.5714285714361083e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,TOX25689,O=C(O)CC/C=C\CC[C@H]1[C@@H](OCc2ccc(-c3ccccc3)cc2)C[C@H](O)[C@@H]1N1CCCCC1,0,
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX647,O=Cc1ccco1,7362,-1.4285714285744433e-05 -1.4285714285728573e-05 1.428571428571429e-05
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX646,c1ccoc1,8029,3.999999999998449e-05 0.0 -2e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5249,CCCCCCCCCCCCC1CO1,18604,-6.6666666666511295e-06 6.666666666673334e-06 6.666666666666857e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3113,COc1ccccc1O,460,-4.9343245538895844e-17 1.2335811384723961e-17 -1.1111111111111101e-05
1.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0,TOX2562,Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,2040,4.761904761935958e-06 -4.761904761914811e-06 -4.761904761909524e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5240,C=CC1CO1,13586,3.999999999999559e-05 2.00000000000089e-05 0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX2565,C=CCN1C(=O)C(CC(C)C)NC1=S,3032361,-1.4285714285744433e-05 7.142857142862304e-06 -3.172065784643304e-17
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX648,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,3440,0.0 -4.7619047619035765e-06 0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,TOX3169,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,3749,-6.249999999929923e-06 -6.2500000000444145e-06 -9.374999999912231e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5113,CC(C)CC(C)N,7908,1.4285714285680992e-05 -1.586032892321652e-17 -1.4285714285708748e-05
,,,,,,,0.0,,0.0,,,TOX3163,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,3736,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3166,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,3742,2.3255813954053834e-06 2.3255813953640727e-06 2.3255813953434174e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX12516,CCCCCCCCSCCO,19079,8.333333333239898e-06 -2.5000000000043505e-05 -6.938893903907228e-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25429,CN[C@H]1[C@@H](O)[C@@H](NC)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12,15541,4.347826087062238e-06 -4.347826086946389e-06 -4.347826086956043e-06
0.0,1.0,0.0,,1.0,0.0,,0.0,1.0,0.0,1.0,1.0,TOX12514,O=Cc1ccccc1C=O,4807,-2.2204460492503132e-17 2.2204460492503132e-17 -2.7755575615628915e-18
0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,TOX25359,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,4167,-8.074349270001139e-17 6.055761952500853e-17 -9.462128050782583e-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX12513,Cc1cc(C)n(CO)n1,96393,-2.2222222222170432e-05 1.1111111111122223e-05 3.0839528461809902e-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX6536,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,6966,0.0 6.249999999985434e-06 1.6940658945086007e-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX12511,CCN1CN(CC)CN(CC)C1,24512,8.33333333335092e-06 0.0 -8.333333333318538e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,TOX25420,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,28061,7.93016446160826e-18 -3.172065784643304e-17 -7.93016446160826e-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25350,NCC1CCC(C(=O)O)CC1,5526,-8.074349270001139e-17 -9.090909090897997e-06 -1.8181818181819964e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25351,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,5332,-9.349246523159212e-17 5.263157894794695e-06 -1.0526315789469603e-05
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22436,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,19988,1.2688263138573217e-16 4.76190476188309e-06 -4.761904761914811e-06
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX22437,COC(=O)Nc1ccc(Cl)c(Cl)c1,15969,6.832141690000964e-17 7.692307692281224e-06 -7.69230769230773e-06
1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25354,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)C(O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,16051955,
0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,TOX25355,CC[C@H](C)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CSC([C@H](N)[C@H](C)CC)=N1)C(=O)N[C@@H]1CCCCNC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc2cnc[nH]2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]([C@H](C)CC)NC(=O)[C@@H](CCCN)NC1=O,60196264,
0.0,,0.0,0.0,0.0,,,,0.0,,0.0,1.0,TOX16467,O=S(=O)([O-])c1ccccc1C=Cc1ccc(-c2ccc(C=Cc3ccccc3S(=O)(=O)[O-])cc2)cc1,3480138,0.0 2.777777777759161e-06 -5.555555555554943e-06
0.0,0.0,0.0,,0.0,0.0,,1.0,1.0,,,1.0,TOX423,O=C/C(Cl)=C(/Cl)C(=O)O,0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX421,Cl[C@H]1OCCO[C@@H]1Cl,5284382,-5.551115123125783e-17 -1.2499999999998623e-05 -2.5000000000011124e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX420,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,0,
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX427,Nc1cc(Cl)c(N)c(Cl)c1,11860,4.4408920985006264e-17 2.2204460492503132e-17 -9.999999999999972e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX426,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,7430,7.401486830834377e-17 1.850371707708594e-17 -2.2587545260114674e-21
0.0,0.0,1.0,1.0,,,0.0,,0.0,1.0,1.0,,TOX425,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,8342,7.142857142967378e-06 -7.142857142856356e-06 7.142857142857164e-06
0.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,TOX424,C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,16560,7.142857142777055e-06 7.142857142864287e-06 1.5488602464078634e-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX428,O=C(O)C(Cl)Cl,6597,-1.6666666666627823e-05 -1.6666666666657892e-05 1.6666666666663096e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1980,CCCCCC(=O)OCC,31265,-8.881784197001253e-17 -1.1102230246251566e-17 -1.0000000000001675e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1982,CCCCOC(C)=O,31272,-1.1102230246251565e-16 -2.5000000000025002e-05 -1.2499999999999816e-05
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX1984,CCCCCCCCCCCCN,13583,7.692307692289765e-06 4.270088556250602e-18 1.5384615384615292e-05
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX1984,CCCCCCCCCCCCN,13583,7.692307692289765e-06 4.270088556250602e-18 1.5384615384615292e-05
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1986,CCCCOP(=O)(OCCCC)OCCCC,31357,-1.469412826709766e-17 5.224578939412501e-17 5.387847031269142e-17
0.0,,1.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,TOX28654,Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N,7084,-5.263157894771322e-06 5.263157894730419e-06 5.263157894736876e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,TOX4359,Oc1cc(Cl)c(Cl)cc1Cl,7271,4.4408920985006264e-17 1.0000000000032205e-05 0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7916,CCC(C)(CCC(C)C)C(=O)O,62817,-1.6666666666590817e-05 -8.333333333332416e-06 0.0
,,,,,,,0.0,,0.0,,,TOX23747,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCc2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C1c1cccc([N+](=O)[O-])c1,122073,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2472,CCCCc1ccccc1,7705,-1.000000000015433e-05 2.671474153004283e-17 -1.1102230246251566e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX15209,O=c1[nH]c(=O)c2c[nH]nc2[nH]1,135398752,-4.0371746350005693e-17 0.0 1.8181818181818172e-05
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TOX15206,C=CCSSCC=C,16590,0.0 -1.250000000001597e-05 -1.2500000000012501e-05
0.0,,,,,,1.0,1.0,,1.0,1.0,,TOX15204,C=C(C)C(=O)O[Sn](CCCC)(CCCC)CCCC,16682828,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21424,CC(C)CCCC(C)(C)O,83268,9.99999999979906e-06 9.999999999976694e-06 3.3306690738754695e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21425,CCC/C=C/C=O,0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX21426,C1=COCCC1,8080,0.0 -3.700743415417188e-17 -1.6666666666669456e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21420,O=C(O)c1ccco1,6919,-2.7755575615628914e-17 -1.249999999999949e-05 6.776263578034403e-21
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX21421,COc1cc(OC)c2ccc(=O)oc2c1,2775,6.6666666666511295e-06 6.666666666680735e-06 -6.666666666665932e-06
0.0,,,,0.0,,,,1.0,,,1.0,TOX21422,Cc1cc(=O)oc2cc(N(C)C)ccc12,6867,-6.666666666680735e-06 0.0 1.999999999999872e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21423,C=CN1CCCCCC1=O,75227,-1.9999999999997796e-05 -9.999999999998898e-06 -1.1102230246251566e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,TOX27118,Cc1occc1S,34286,6.344131569286608e-17 1.4285714285760293e-05 2.8571428571428584e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1901,CCCOC(C)=O,7997,6.344131569286608e-17 1.4285714285728573e-05 1.2390881971262907e-19
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27444,Cc1ccc2c(c1)CCCN2,66678,8.074349270001139e-17 -2.0185873175002847e-17 -2.0107022107912993e-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX27113,CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)OCC[C@H]21,10857465,-5.224578939412501e-17 5.8823529411497e-06 5.882352941188884e-06
0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX27446,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,3351,3.70370370356349e-06 6.6818978333921455e-18 -7.407407407406592e-06
0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27447,NNC(=O)OCc1ccccc1,79242,8.333333333276904e-06 1.6666666666661162e-05 -1.61907524424502e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27440,CC(C)c1ccc(C#N)cc1,0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27117,Cl[Yb](Cl)Cl,61510,
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27443,COc1cc(C)cc(O)c1,76674,-1.0000000000065512e-05 1.8041124150158794e-17 0.0
0.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,TOX5401,C=CC(=O)OCCCCCCOC(=O)C=C,25644,0.0 -1.2500000000002093e-05 -6.249999999999745e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX8120,C=CC(C)(C)CC(=O)OC,114129,4.4408920985006264e-17 -1.3877787807814458e-18 1.1102230246251566e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5403,CCCCCCOC(=O)c1ccccc1,23235,6.666666666414282e-06 7.401486830834377e-17 6.666666666671484e-06
,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5402,C=CCCCC,11597,-3.3333333333255645e-05 0.0 -9.25185853854297e-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX5404,CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5406,C=C(C)C(=O)OCCCCCC,8872,1.666666666655381e-05 8.333333333368267e-06 -2.8912057932946783e-19
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX5409,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3,197835,3.571428571420248e-06 3.5714285714123176e-06 -7.142857142856356e-06
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5746,O=[N+]([O-])c1ccccc1-c1ccccc1,6829,-5.921189464667501e-17 6.666666666610421e-06 6.666666666651864e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9189,N=C(N)N.N=C(N)N.O=C(O)O,11650,
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,TOX5744,O=[N+]([O-])c1ccccc1CCl,11921,9.090909090887903e-06 9.090909090887903e-06 -1.5139404881252134e-17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX5745,O=[N+]([O-])c1ccc(CCl)cc1,7482,1.8181818181856553e-05 -1.8181818181818182e-05 -9.090909090897997e-06
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5742,O=C(Cl)c1ccc([N+](=O)[O-])cc1,8502,-1.666666666670184e-05 2.544261098099317e-17 -1.807003620809174e-20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX5743,O=[N+]([O-])c1cccc(CCl)c1,12078,-9.090909090968648e-06 6.055761952500853e-17 -1.8181818181826273e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5740,O=C(Cl)c1cccc([N+](=O)[O-])c1,8495,3.700743415417188e-17 -8.333333333406431e-06 8.333333333333329e-06
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5741,O=C(Cl)c1ccccc1[N+](=O)[O-],11875,1.666666666666483e-05 -8.33333333335092e-06 8.333333333306972e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX9182,CC(C)CC(=O)O,10430,-1.4285714285680992e-05 1.982541115402065e-18 -1.4285714285704782e-05
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9184,Nc1ccc(S(=O)(=O)[O-])cc1,3335443,-4.0371746350005693e-17 -9.090909090928276e-06 9.090909090898627e-06
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9186,Cc1nc(N)nc(N)n1,10949,-1.1111111111085216e-05 1.1111111111067483e-05 1.1111111111111117e-05
0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5749,O=[N+]([O-])c1ccccc1Nc1ccccc1,8407,-1.2500000000137401e-05 -6.250000000046149e-06 6.938893903907228e-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1596,CCCCCCCCCCCCCCCCC(=O)O,10465,-5.263157894631083e-06 -1.5789473684220473e-05 -1.0526315789473803e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX14005,NS(=O)(=O)O,5987,-1.9999999999953388e-05 6.591949208711867e-18 1.9999999999986696e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX11521,[PbH2+2],168310455,
,,,,,,,0.0,,0.0,,,TOX31548,CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,17036,-4.166666666582941e-06 -4.394632805807911e-17 -8.333333333326488e-06
0.0,0.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,TOX18,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,5897,-5.224578939412501e-17 -5.882352941231742e-06 -5.882352941176486e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9233,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,75498,0.0 4.166666666666208e-06 -2.7755575615628914e-17
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9230,CC(C)(C)N(CCO)CCO,62430,0.0 9.09090909090809e-06 9.09090909090809e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9231,CC(CO)CO,75103,5.551115123125783e-17 -3.700743415417188e-17 -5.782411586589357e-18
1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9236,C=C(C)C(=O)OCCCCCCCCCCCCC,17234,-5.263157894631083e-06 -2.1052631578956737e-05 -1.0526315789478369e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9237,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,17318,1.1102230246251565e-16 6.249999999994324e-06 6.250000000023598e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9234,C=CC(C)CCC=C(C)C,17090,-4.4408920985006264e-17 9.999999999887876e-06 -1.973247953923618e-17
