smiles,Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications",cid,compound_name,cid_paras,Molecular_Weight,XLogP3,Hydrogen_Bond_Donor_Count,Hydrogen_Bond_Acceptor_Count,Rotatable_Bond_Count,Exact_Mass,Monoisotopic_Mass,Topological_Polar_Surface_Area,Heavy_Atom_Count,Formal_Charge,Complexity,Isotope_Atom_Count,Defined_Atom_Stereocenter_Count,Undefined_Atom_Stereocenter_Count,Defined_Bond_Stereocenter_Count,Undefined_Bond_Stereocenter_Count,Covalently_Bonded_Unit_Count,Compound_Is_Canonicalized,Physical_Description,Color/Form,Odor,Boiling_Point,Melting_Point,Flash_Point,Solubility,Density,Description
CCC(CO)NCCNC(CC)CO,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,3279,Tibutol,3279.0,204.31,-0.1,4.0,4.0,9.0,204.183778013,204.183778013,"64.5,""Unit"":""Å²""",14.0,0.0,109.0,0.0,0.0,2.0,0.0,0.0,1.0,Yes,,,,,,,,,"cid is 3279,compound_name is Tibutol,cid_paras is 3279,Molecular_Weight is 204.31,XLogP3 is -0.1,Hydrogen_Bond_Donor_Count is 4,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 9,Exact_Mass is 204.183778013,Monoisotopic_Mass is 204.183778013,Topological_Polar_Surface_Area is 64.5,""Unit"":""Å²"",Heavy_Atom_Count is 14,Formal_Charge is 0,Complexity is 109,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 2,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CCC1(CC(=O)NC1=O)C,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,3291,Ethosuximide,3291.0,141.17,0.4,1.0,2.0,1.0,141.078978594,141.078978594,"46.2,""Unit"":""Å²""",10.0,0.0,188.0,0.0,0.0,1.0,0.0,0.0,1.0,Yes,Solid,"Crystalsfromacetoneandether"",""Markup"":[{""Start"":14,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/acetone"",""Type"":""PubChemInternalLink"",""Extra"":""CID-180",CHARACTERISTICODOR,,"64.5,""Unit"":""°C""",,"39.2,""Unit"":""g/L""",,"cid is 3291,compound_name is Ethosuximide,cid_paras is 3291,Molecular_Weight is 141.17,XLogP3 is 0.4,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 1,Exact_Mass is 141.078978594,Monoisotopic_Mass is 141.078978594,Topological_Polar_Surface_Area is 46.2,""Unit"":""Å²"",Heavy_Atom_Count is 10,Formal_Charge is 0,Complexity is 188,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Color/Form is Crystalsfromacetoneandether"",""Markup"":[{""Start"":14,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/acetone"",""Type"":""PubChemInternalLink"",""Extra"":""CID-180,Odor is CHARACTERISTICODOR,Melting_Point is 64.5,""Unit"":""°C"",Solubility is 39.2,""Unit"":""g/L"""
CCN1C(=O)C(NC1=O)C2=CC=CC=C2,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,3292,Ethotoin,3292.0,204.22,1.0,1.0,2.0,2.0,204.08987763,204.08987763,"49.4,""Unit"":""Å²""",15.0,0.0,272.0,0.0,0.0,1.0,0.0,0.0,1.0,Yes,Solid,Stoutprismsfromwater.,,,"94,""Unit"":""°C""",,"5280,""Unit"":""mg/L""",,"cid is 3292,compound_name is Ethotoin,cid_paras is 3292,Molecular_Weight is 204.22,XLogP3 is 1,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 2,Exact_Mass is 204.089877630,Monoisotopic_Mass is 204.089877630,Topological_Polar_Surface_Area is 49.4,""Unit"":""Å²"",Heavy_Atom_Count is 15,Formal_Charge is 0,Complexity is 272,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Color/Form is Stoutprismsfromwater.,Melting_Point is 94,""Unit"":""°C"",Solubility is 5280,""Unit"":""mg/L"""
CC(O)(P(=O)(O)O)P(=O)(O)O,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,3305,Etidronic Acid,3305.0,206.03,-3.7,5.0,7.0,2.0,205.97452659,205.97452659,"135,""Unit"":""Å²""",11.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Liquid;DryPowder,,,578.8,198-199,,1.15e+01g/L,,"cid is 3305,compound_name is Etidronic Acid,cid_paras is 3305,Molecular_Weight is 206.03,XLogP3 is -3.7,Hydrogen_Bond_Donor_Count is 5,Hydrogen_Bond_Acceptor_Count is 7,Rotatable_Bond_Count is 2,Exact_Mass is 205.97452659,Monoisotopic_Mass is 205.97452659,Topological_Polar_Surface_Area is 135,""Unit"":""Å²"",Heavy_Atom_Count is 11,Formal_Charge is 0,Complexity is 211,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Liquid;DryPowder,Boiling_Point is 578.8,Melting_Point is 198-199,Solubility is 1.15e+01g/L"
CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,3308,Etodolac,3308.0,287.35,2.8,2.0,3.0,4.0,287.15214353,287.15214353,"62.3,""Unit"":""Å²""",21.0,0.0,400.0,0.0,0.0,1.0,0.0,0.0,1.0,Yes,Solid,,,,"146.5,""Unit"":""°C""",,"16,""Unit"":""mg/L""",,"cid is 3308,compound_name is Etodolac,cid_paras is 3308,Molecular_Weight is 287.35,XLogP3 is 2.8,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 4,Exact_Mass is 287.15214353,Monoisotopic_Mass is 287.15214353,Topological_Polar_Surface_Area is 62.3,""Unit"":""Å²"",Heavy_Atom_Count is 21,Formal_Charge is 0,Complexity is 400,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Melting_Point is 146.5,""Unit"":""°C"",Solubility is 16,""Unit"":""mg/L"""
CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,3310,"5-[(7,8-dihydroxy-2-methyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl)oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",3310.0,588.6,0.6,3.0,13.0,5.0,588.18429107,588.18429107,"161,""Unit"":""Å²""",42.0,0.0,969.0,0.0,0.0,10.0,0.0,0.0,1.0,Yes,,Crystalsfrommethanol,,,236-251°C,,"Verysolubleinmethanol,chloroform;slightlysolubleinethanol,sparinglysolubleinwater."",""Markup"":[{""Start"":16,""Length"":8,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/methanol"",""Type"":""PubChemInternalLink"",""Extra"":""CID-887""",,"cid is 3310,compound_name is 5-[(7,8-dihydroxy-2-methyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl)oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one,cid_paras is 3310,Molecular_Weight is 588.6,XLogP3 is 0.6,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 13,Rotatable_Bond_Count is 5,Exact_Mass is 588.18429107,Monoisotopic_Mass is 588.18429107,Topological_Polar_Surface_Area is 161,""Unit"":""Å²"",Heavy_Atom_Count is 42,Formal_Charge is 0,Complexity is 969,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 10,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Color/Form is Crystalsfrommethanol,Melting_Point is 236-251°C,Solubility is Verysolubleinmethanol,chloroform;slightlysolubleinethanol,sparinglysolubleinwater."",""Markup"":[{""Start"":16,""Length"":8,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/methanol"",""Type"":""PubChemInternalLink"",""Extra"":""CID-887"""
CC1OCC2C(O1)C(C(C(O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)OP(=O)(O)O)OC)O)O,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,60668,Etopophos,60668.0,668.5,-0.7,4.0,16.0,7.0,668.15062196,668.15062196,"207,""Unit"":""Å²""",46.0,0.0,1140.0,0.0,4.0,6.0,0.0,0.0,1.0,Yes,,,,,,,,,"cid is 60668,compound_name is Etopophos,cid_paras is 60668,Molecular_Weight is 668.5,XLogP3 is -0.7,Hydrogen_Bond_Donor_Count is 4,Hydrogen_Bond_Acceptor_Count is 16,Rotatable_Bond_Count is 7,Exact_Mass is 668.15062196,Monoisotopic_Mass is 668.15062196,Topological_Polar_Surface_Area is 207,""Unit"":""Å²"",Heavy_Atom_Count is 46,Formal_Charge is 0,Complexity is 1140,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 4,Undefined_Atom_Stereocenter_Count is 6,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,3325,Pepcid,3325.0,337.5,-0.6,4.0,8.0,7.0,337.04493627,337.04493627,"238,""Unit"":""Å²""",20.0,0.0,469.0,0.0,0.0,0.0,0.0,1.0,1.0,Yes,Solid,Whitetopaleyellowcrystals,,,"163.5,""Unit"":""°C""",,"1000,""Unit"":""mg/L(at20°C)""",,"cid is 3325,compound_name is Pepcid,cid_paras is 3325,Molecular_Weight is 337.5,XLogP3 is -0.6,Hydrogen_Bond_Donor_Count is 4,Hydrogen_Bond_Acceptor_Count is 8,Rotatable_Bond_Count is 7,Exact_Mass is 337.04493627,Monoisotopic_Mass is 337.04493627,Topological_Polar_Surface_Area is 238,""Unit"":""Å²"",Heavy_Atom_Count is 20,Formal_Charge is 0,Complexity is 469,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 1,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Color/Form is Whitetopaleyellowcrystals,Melting_Point is 163.5,""Unit"":""°C"",Solubility is 1000,""Unit"":""mg/L(at20°C)"""
C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3331,Felbamate,3331.0,238.24,0.6,2.0,4.0,7.0,238.09535693,238.09535693,"105,""Unit"":""Å²""",17.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Solid,Whitepowder,Odorless,,"151.5,""Unit"":""°C""",,Slightlysolubleinwater,,"cid is 3331,compound_name is Felbamate,cid_paras is 3331,Molecular_Weight is 238.24,XLogP3 is 0.6,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 7,Exact_Mass is 238.09535693,Monoisotopic_Mass is 238.09535693,Topological_Polar_Surface_Area is 105,""Unit"":""Å²"",Heavy_Atom_Count is 17,Formal_Charge is 0,Complexity is 246,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Color/Form is Whitepowder,Odor is Odorless,Melting_Point is 151.5,""Unit"":""°C"",Solubility is Slightlysolubleinwater"
CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,3333,Felodipine,3333.0,384.2,3.9,1.0,5.0,6.0,383.0691135,383.0691135,"64.6,""Unit"":""Å²""",25.0,0.0,614.0,0.0,0.0,1.0,0.0,0.0,1.0,Yes,Solid,,,,"145,""Unit"":""°C""",,"19.7,""Unit"":""mg/L""",,"cid is 3333,compound_name is Felodipine,cid_paras is 3333,Molecular_Weight is 384.2,XLogP3 is 3.9,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 5,Rotatable_Bond_Count is 6,Exact_Mass is 383.0691135,Monoisotopic_Mass is 383.0691135,Topological_Polar_Surface_Area is 64.6,""Unit"":""Å²"",Heavy_Atom_Count is 25,Formal_Charge is 0,Complexity is 614,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Melting_Point is 145,""Unit"":""°C"",Solubility is 19.7,""Unit"":""mg/L"""
C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,216326,Lenalidomide,216326.0,259.26,-0.5,2.0,4.0,1.0,259.09569129,259.09569129,"92.5,""Unit"":""Å²""",19.0,0.0,437.0,0.0,0.0,1.0,0.0,0.0,1.0,Yes,Solid,Off-whitetopale-yellowsolidpowder,,,,,"Solubleinorganicsolvent/watermixtures,andbufferedaqueoussolvents.LenalidomideismoresolubleinorganicsolventsandlowpHsolutions.Solubilitywassignificantlylowerinlessacidicbuffers,rangingfromabout0.4to0.5mg/mL."",""Markup"":[{""Start"":27,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962""",,"cid is 216326,compound_name is Lenalidomide,cid_paras is 216326,Molecular_Weight is 259.26,XLogP3 is -0.5,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 1,Exact_Mass is 259.09569129,Monoisotopic_Mass is 259.09569129,Topological_Polar_Surface_Area is 92.5,""Unit"":""Å²"",Heavy_Atom_Count is 19,Formal_Charge is 0,Complexity is 437,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Color/Form is Off-whitetopale-yellowsolidpowder,Solubility is Solubleinorganicsolvent/watermixtures,andbufferedaqueoussolvents.LenalidomideismoresolubleinorganicsolventsandlowpHsolutions.Solubilitywassignificantlylowerinlessacidicbuffers,rangingfromabout0.4to0.5mg/mL."",""Markup"":[{""Start"":27,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"""
CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3339,Fenofibrate,3339.0,360.8,5.2,0.0,4.0,7.0,360.1128368,360.1128368,"52.6,""Unit"":""Å²""",25.0,0.0,458.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Solid,Crystalsfromisopropanol,,,79-82,,"Practicallyinsolubleinwater;slightlysolubleinmethanol,ethanol;solubleinacetone,ether,benzene,chloroform"",""Markup"":[{""Start"":25,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962""",,"cid is 3339,compound_name is Fenofibrate,cid_paras is 3339,Molecular_Weight is 360.8,XLogP3 is 5.2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 7,Exact_Mass is 360.1128368,Monoisotopic_Mass is 360.1128368,Topological_Polar_Surface_Area is 52.6,""Unit"":""Å²"",Heavy_Atom_Count is 25,Formal_Charge is 0,Complexity is 458,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Color/Form is Crystalsfromisopropanol,Melting_Point is 79-82,Solubility is Practicallyinsolubleinwater;slightlysolubleinmethanol,ethanol;solubleinacetone,ether,benzene,chloroform"",""Markup"":[{""Start"":25,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"""
C1C[NH2+]CC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,3340,"9-chloro-5-(4-hydroxyphenyl)-2,3,4,5-tetrahydro-1H-3-benzazepin-3-ium-7,8-diol",3340.0,306.76,2.4,4.0,3.0,1.0,306.0896961,306.0896961,"77.3,""Unit"":""Å²""",21.0,1.0,348.0,0.0,0.0,1.0,0.0,0.0,1.0,Yes,,,,,,,,,"cid is 3340,compound_name is 9-chloro-5-(4-hydroxyphenyl)-2,3,4,5-tetrahydro-1H-3-benzazepin-3-ium-7,8-diol,cid_paras is 3340,Molecular_Weight is 306.76,XLogP3 is 2.4,Hydrogen_Bond_Donor_Count is 4,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 1,Exact_Mass is 306.0896961,Monoisotopic_Mass is 306.0896961,Topological_Polar_Surface_Area is 77.3,""Unit"":""Å²"",Heavy_Atom_Count is 21,Formal_Charge is 1,Complexity is 348,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,3342,Fenoprofen,3342.0,242.27,3.3,1.0,3.0,4.0,242.094294304,242.094294304,"46.5,""Unit"":""Å²""",18.0,0.0,271.0,0.0,0.0,1.0,0.0,0.0,1.0,Yes,Solid,VISCOUSOIL,,168-171°C@0.11MMHG,168-171,,Slight(calciumsalt),,"cid is 3342,compound_name is Fenoprofen,cid_paras is 3342,Molecular_Weight is 242.27,XLogP3 is 3.3,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 4,Exact_Mass is 242.094294304,Monoisotopic_Mass is 242.094294304,Topological_Polar_Surface_Area is 46.5,""Unit"":""Å²"",Heavy_Atom_Count is 18,Formal_Charge is 0,Complexity is 271,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Color/Form is VISCOUSOIL,Boiling_Point is 168-171°C@0.11MMHG,Melting_Point is 168-171,Solubility is Slight(calciumsalt)"
CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3345,Fentanyl,3345.0,336.5,4.0,0.0,2.0,6.0,336.220163521,336.220163521,"23.6,""Unit"":""Å²""",25.0,0.0,391.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,Solid,Crystals,,,83-84,,0.74mg/mL,,"cid is 3345,compound_name is Fentanyl,cid_paras is 3345,Molecular_Weight is 336.5,XLogP3 is 4,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 6,Exact_Mass is 336.220163521,Monoisotopic_Mass is 336.220163521,Topological_Polar_Surface_Area is 23.6,""Unit"":""Å²"",Heavy_Atom_Count is 25,Formal_Charge is 0,Complexity is 391,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Color/Form is Crystals,Melting_Point is 83-84,Solubility is 0.74mg/mL"
CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,3348,Fexofenadine,3348.0,501.7,3.0,3.0,5.0,10.0,501.28790873,501.28790873,"81,""Unit"":""Å²""",37.0,0.0,678.0,0.0,0.0,1.0,0.0,0.0,1.0,Yes,Solid,"Crystalsfrommethanol-butanone"",""Markup"":[{""Start"":14,""Length"":8,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/methanol"",""Type"":""PubChemInternalLink"",""Extra"":""CID-887""",,,"142.5,""Unit"":""°C""",,Slightlysoluble,,"cid is 3348,compound_name is Fexofenadine,cid_paras is 3348,Molecular_Weight is 501.7,XLogP3 is 3,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 5,Rotatable_Bond_Count is 10,Exact_Mass is 501.28790873,Monoisotopic_Mass is 501.28790873,Topological_Polar_Surface_Area is 81,""Unit"":""Å²"",Heavy_Atom_Count is 37,Formal_Charge is 0,Complexity is 678,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Color/Form is Crystalsfrommethanol-butanone"",""Markup"":[{""Start"":14,""Length"":8,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/methanol"",""Type"":""PubChemInternalLink"",""Extra"":""CID-887"",Melting_Point is 142.5,""Unit"":""°C"",Solubility is Slightlysoluble"
CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,3350,"N-tert-butyl-4a,6a-dimethyl-2-oxo-2,4a,4b,5,6,6a,7,8,9,9a,9b,10,11,11a-tetradecahydro-1H-indeno[5,4-f]quinoline-7-carboxamide",3350.0,372.5,3.0,2.0,2.0,2.0,372.277678395,372.277678395,"58.2,""Unit"":""Å²""",27.0,0.0,678.0,0.0,0.0,7.0,0.0,0.0,1.0,Yes,,,,,,,,,"cid is 3350,compound_name is N-tert-butyl-4a,6a-dimethyl-2-oxo-2,4a,4b,5,6,6a,7,8,9,9a,9b,10,11,11a-tetradecahydro-1H-indeno[5,4-f]quinoline-7-carboxamide,cid_paras is 3350,Molecular_Weight is 372.5,XLogP3 is 3,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 2,Exact_Mass is 372.277678395,Monoisotopic_Mass is 372.277678395,Topological_Polar_Surface_Area is 58.2,""Unit"":""Å²"",Heavy_Atom_Count is 27,Formal_Charge is 0,Complexity is 678,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 7,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
